   yearmon         1         2         3         4         5         6         7         8         9        10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99       100       101       102       103       104       105       106       107       108       109       110       111       112       113       114       115       116       117       118       119       120       121       122       123       124       125       126       127       128       129       130       131       132       133       134       135       136       137       138       139       140       141       142
    201008    84.433    23.575    51.397     1.680    15.164    15.569    15.394    10.687     2.525    28.722    31.422  2746.279   891.824  1904.074    22.860   443.974   409.251   534.193   411.458    47.021  1051.582   872.761    30.270    26.991    28.014    34.891    32.045    32.736    30.345    26.909    27.905    28.872    32.530    38.338    37.969    38.422    36.990    38.126    39.540    39.355    37.946    33.194    38.879    38.956    88.657    14.789    14.637    14.917    12.868    55.736  2061.883  1872.787  1870.717  1766.400  7375.207    97.500    80.000  5415.871    11.034     2.458    11.276     2.312   120.000 28558.969  2650.340  3601.043   104.770     0.546    25.951    -0.543     0.426     0.754    -0.163    -0.778    -0.462  -999.000     0.638    -0.442    -0.607    -0.881    -1.652    -0.084     7.902    10.410     8.186    28.000     0.000     3.000    -1.734    -0.987    -0.919    -1.216     0.122    -0.749     0.585     0.123    -1.043     0.810     0.268     1.600    11.490    11.680    25.643    30.533     0.717     0.228     0.497     0.602    -0.491    -0.822    -0.500     0.253    -0.421    -0.216  -999.000     5.000     1.000   196.000     3.000    65.600    -1.662    -1.270     4.190     1.450    -1.840   795.000    -0.880    -1.330    -1.740  -999.000     6.030     3.830     2.100     0.100     2.000     0.100     0.000     0.000     0.000     0.000    18.870    14.880
    201009    49.867    15.566    32.030     0.000    12.096     5.717     8.828     6.651     1.597    16.895    18.220  1177.621   422.633   777.823     0.000   310.907   111.078   183.097   149.202    21.905   366.043   432.306    27.215    24.441    26.575    23.740    28.014    25.671    28.915    28.040    25.877    28.263    28.089    33.058    31.678    33.391  -999.000    32.321    30.640    34.375    36.028    29.235    34.718    32.928   100.520    15.793    17.972    17.135    14.511    63.694  3106.021  2930.010  3106.365  1926.312 10760.896   115.000    80.000  5355.333    13.453     2.349    15.282     2.206   141.000 27955.266  2588.349  3442.994   118.576    -7.061     9.635    -0.234     0.392    -0.038     0.100    -0.142    -0.400  -999.000    -0.191     0.050     0.212     1.800     0.816    -4.977     8.231     9.163     6.791    29.000     0.000     1.000    -1.531    -1.185    -1.182    -1.443    -0.103    -0.926     0.917     0.020    -1.223     0.587     0.192    -0.138    11.570    11.850    27.600    31.566     0.525     0.070     0.681     0.906    -0.699    -0.969    -0.607     0.169    -0.839    -0.053     2.000     4.000     3.000   252.000     3.700    74.200    -1.868    -1.610     4.920     6.580    -1.130   811.000    -0.920    -1.450    -1.930  -999.000     4.930     3.290     4.500     1.400     3.200     1.100     9.900     9.900     4.200     0.000    19.220    14.330
    201010    16.975     4.075     8.063     0.000     5.886     3.198     2.321     1.303     0.000     3.988     9.426   297.354    55.633   107.757     0.000   132.792    57.743    28.298    18.462     0.000    52.124   197.147    24.332    20.234    20.622    19.399    26.201    26.711    20.767    21.583    21.025    20.970    28.148    27.554    23.244    23.539  -999.000    29.897    30.406    22.990    26.282  -999.000    23.834    31.980   133.645    18.033    19.669    18.238    18.141    72.211  4320.221  5205.961  4155.107  3220.541 16494.963   110.000    65.000  5280.226    14.789     1.994    16.246     2.555   134.000 27403.162  2469.922  3236.469   113.199    -6.093    28.557    -0.327     0.478     0.070    -0.024     0.003    -0.224  -999.000    -0.410     0.044  -999.000     3.147     3.459    10.742     5.751    11.107     8.375    25.000     0.000     6.000    -1.412    -1.325    -1.237    -1.464    -0.159    -0.986     0.670     0.065    -1.299     0.593     0.212    -0.198    15.807    14.409    26.524    31.160     0.473     1.081     0.545     0.602    -0.739    -0.933    -0.740     0.256    -0.621    -0.117     3.000     2.000     1.000   235.000     2.900    72.800    -1.899    -1.060     6.110    10.830    -0.780   817.000    -0.890    -1.470    -1.920  -999.000     7.730     5.440    16.600     9.500     7.100     7.000    87.600    62.300    23.700    12.300    18.850    14.340
    201011     4.733     0.000     0.000     0.000     4.733     0.000     0.000     0.000     0.000     0.000     4.733    98.196     0.000     0.000     0.000    98.196     0.000     0.000     0.000     0.000     0.000    98.196    20.469    13.661    14.811    18.582    19.453    19.477    17.681    13.129    16.871    15.773    20.469    24.056  -999.000  -999.000  -999.000    22.753  -999.000  -999.000  -999.000  -999.000  -999.000    24.056   127.667    18.355    19.219    18.865    17.142    71.760  5429.207  4187.839  3774.238  3677.167 16632.457    75.000    80.000  5091.033    16.378     2.292    16.689     1.920   129.500 26644.432  2368.694  3028.500   132.193    -1.587    28.424    -0.462    -0.212    -0.014    -0.096     0.103    -0.174  -999.000     0.337    -0.125  -999.000     5.040     5.542    15.405     5.443    10.014     7.724    24.000     2.000     4.000    -1.368    -1.434    -0.989    -1.379    -0.028    -1.040     0.192     0.145    -1.247     0.685     0.104     1.891    18.426    13.387    24.454    32.923     0.497     1.327     0.636     0.116    -0.588    -0.805    -0.883     0.243    -0.358     0.199     3.000     0.000     0.000    46.000     2.100    70.800    -1.490    -0.820     6.320    12.160    -0.470   825.000    -0.760    -1.310    -1.640  -999.000     9.890     8.390    31.000    18.500    12.500    15.400   182.000    44.600    41.100    99.000    16.970    11.850
    201012     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    14.197    13.197    13.375    14.696    15.566    17.373    14.053    12.585    15.612    13.490    15.585  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    18.883    18.529    18.596    17.500    71.766  5669.598  3803.809  3205.835  3073.410 15390.905    75.000    75.000  5105.871    11.127     4.010    10.972     5.693   128.500 25967.484  2150.454  2680.562    86.361   -14.264     7.708    -0.986    -0.610    -0.300    -0.639  -999.000    -0.954    -1.025    -0.222     0.246  -999.000     2.328     4.337    24.729     5.298    13.449    10.816    31.000     0.000     0.000    -0.902    -1.237    -0.929    -1.375     0.059    -0.974     0.215     0.149    -1.074     0.860     0.103    -0.287    17.846    11.134    23.283    30.664     0.348     1.898     1.134     0.196    -0.653    -0.880    -0.687     0.155    -0.056     0.649     4.000     0.000     0.000   145.000     4.800    71.300    -1.577    -1.210     7.800    10.970    -0.760   842.000    -0.670    -1.240    -1.560  -999.000    12.070    10.380    42.300    26.100    16.200    21.900   303.600    76.300    73.700   128.800    12.230     6.770
    201101     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    14.417    12.083    14.044    14.031    15.044    15.091    16.127    16.284    13.863    16.230    15.254  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    19.667    18.367    19.034    15.158    70.406  4131.922  4262.012  4766.370  2731.067 15487.916   255.000    72.500  5071.064     7.227     3.433     3.813     3.368   153.500 25645.646  2002.825  2430.357    73.344   -16.215     8.030    -0.578     0.235    -0.570    -0.673     0.314    -0.360     0.063    -0.313     0.090  -999.000     1.408     3.749    28.745     4.443    10.853     8.500    19.000     6.000     6.000    -0.522    -1.346    -0.981    -1.524     0.290    -1.002    -0.456     0.021    -1.106     0.976     0.178     0.000    17.554     8.685    21.544    23.575     0.413     2.234     1.510    -0.465    -0.691    -0.986    -0.736    -0.035     0.184     0.792     1.000     0.000     0.000   190.000     3.800    66.200    -1.739    -0.920     7.010     9.180    -0.900   834.000    -0.350    -0.920    -1.270  -999.000    13.690    11.790    44.600    28.000    16.600    22.800   385.500   131.300    81.200   130.500     4.760     2.910
    201102     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    14.435    13.554    16.472    11.790    13.326    12.851    19.828    14.550    12.886    18.585    13.052  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    20.259    17.862    20.259    18.136    74.327  6303.929  4583.263  7649.919  4129.934 22010.844   277.500    65.000  4937.857    13.327     3.310    14.774     3.464   142.000 26081.963  2112.242  2616.825    71.694    26.901    23.667     0.261    -0.705     0.113    -0.089    -0.121     0.279     0.383     0.040     0.179  -999.000     0.667     3.313    26.190     4.315    11.355     7.571    12.000     8.000     8.000    -0.168    -0.901    -0.820    -1.124     0.341    -0.756    -0.414     0.005    -0.786     0.642     0.407     0.000    19.421    11.766    20.421    20.456     0.295     1.627     1.094    -0.451    -0.655    -0.764    -0.451    -0.015     0.107     0.337     2.000     0.000     0.000   294.000     4.500    70.900    -1.563    -0.830     3.300    10.050    -0.820   946.000     0.300    -0.110    -0.220  -999.000    14.490    12.720    43.500    27.600    15.900    22.700   326.000    98.500    71.200   125.200     2.520     1.830
    201103     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    16.004    13.025    14.041    15.226    16.352    18.176    16.750  -999.000    15.009    16.750    17.780  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    18.703    20.259    19.348    14.205    70.539  5088.846  5311.635  5137.619  3618.834 18627.586    65.000    80.000  4984.807    12.370     1.927    10.792     2.029   147.500 25967.064  2203.106  2783.233    91.779     0.051     4.930     0.276     0.089     0.162    -0.168    -0.188     0.000  -999.000     0.387    -0.331  -999.000     2.217     4.441    22.412     6.127    11.009     7.495     7.000    12.000    12.000    -0.819    -0.792    -0.610    -0.925     0.393    -0.627    -0.665    -0.059    -0.721     0.382     0.565    -0.146    22.675    20.135    20.447    21.558     0.148     1.492     1.106    -0.724    -0.304    -0.609    -0.422    -0.040     0.259     0.226     2.000     0.000     0.000   562.000     4.200    64.100    -1.575    -0.690     1.370    10.440    -0.830  1158.000     0.720     0.500     0.500  -999.000    14.670    12.780    38.300    23.600    14.800    19.500   232.600   100.800    61.500    82.900     3.640     2.210
    201104     2.136     0.000     1.319     0.000     0.817     0.000     1.319     0.000     0.000     1.319     0.817    26.878     0.000    17.233     0.000     9.645     0.000    17.233     0.000     0.000    17.233     9.645    17.843    13.700    19.158    14.120    15.815    16.758    19.158    10.349    14.728    19.158    16.716    19.728  -999.000    21.847  -999.000    17.463  -999.000    21.847  -999.000  -999.000    21.847    17.913   143.969    15.845    19.602    19.224    12.307    65.100  3034.581  3686.926  5415.261  2273.448 14006.815   280.000    70.000  4994.200    11.599     3.384    12.478     2.207   135.500 26841.332  2338.642  3079.161   104.979    12.264    -5.539     0.959    -0.696    -0.431    -0.590    -0.084     0.457  -999.000     0.258    -0.276  -999.000     2.398     4.588    18.045     6.186     9.418     5.351     3.000    12.000    15.000    -0.409    -0.316    -0.306    -0.597     0.440    -0.398    -0.882    -0.161    -0.323     0.357     0.395    -0.098    23.303    27.578    22.021    24.701     0.191     1.374     0.869    -0.924    -0.152    -0.471    -0.077    -0.152     0.111     0.562     3.000     0.000     0.000   544.000     3.100    53.900    -1.399    -0.420     0.160    10.710    -0.510  1125.000     0.890     0.720     0.580  -999.000    14.220    12.400    26.500    14.000    12.500    10.400    92.400    73.000    17.400     8.100     6.760     4.320
    201105    24.576    11.806    18.512     0.000     5.861     0.517     2.863     3.316     0.000     7.007     6.378   458.845   229.826   346.215     0.000   119.228     7.339    52.123    55.042     0.000   122.681   126.567    18.187    18.584    16.888    18.361    20.676    18.056    17.464    12.625    15.178    14.739    21.513    22.513    23.357    21.508  -999.000    24.843    20.510    21.299    17.549  -999.000    19.185    25.212   124.803    17.489    19.712    14.675    12.446    62.493  2402.220  3036.194  2257.640  1776.706  9225.752   285.000    65.000  5324.032     9.053     2.906     8.110     3.081   158.500 27175.391  2457.855  3272.059   110.680     1.609    24.097    -0.139     0.226    -0.183     0.112    -0.350    -0.434  -999.000    -0.319    -0.196  -999.000     2.031     4.412    13.024     4.829     9.089     5.422    26.000     0.000     5.000    -0.089    -0.202    -0.238    -0.280     0.328    -0.328    -0.547    -0.034    -0.204     0.322     0.199    -0.144    21.574    29.271    22.555    27.327     0.230     0.807     0.753    -0.552    -0.160    -0.199    -0.090    -0.024    -0.007     0.337     3.000     2.000     0.000   416.000     0.600    46.800    -0.202    -0.370     0.960    10.020    -0.430   958.000     0.740     0.640     0.470  -999.000    12.880    10.700    14.200     6.400     7.800     3.400    50.900    49.400     1.500     0.000    10.860     7.770
    201106    50.324    17.808    37.016     0.000     8.043     5.803     9.860     8.182     0.000    19.858    14.117  1215.976   469.165   915.541     0.000   215.840   111.155   203.874   209.671     0.000   467.767   332.600    24.841    22.629    22.855    26.660    24.276    30.821    24.959    20.525    21.147    23.002    27.846    31.002    30.065    30.517  -999.000    28.843    33.895    31.465    30.258  -999.000    30.952    31.787   123.258    16.985    18.641    17.053    14.264    65.022  1876.613  2521.769  1797.772  1575.328  7548.337   180.000    55.000  5487.367     7.342     2.410     7.404     2.137   166.500 27856.299  2485.403  3351.678    82.003    -4.546     8.296    -0.687     0.097     0.005     0.292     0.086     0.007  -999.000    -0.440    -0.448  -999.000     1.102     4.263     7.188     5.786     9.545     7.035    27.000     0.000     3.000     0.006     0.117    -0.182    -0.091     0.271    -0.188    -0.025     0.108    -0.016     0.519    -0.016     2.164    16.545    19.898    23.487    29.848     0.269     0.459     0.672    -0.027    -0.138    -0.091     0.117     0.098     0.205     0.186  -999.000     3.000     3.000   370.000     0.400    42.100     0.016    -0.690     1.870     3.900    -0.400   958.000     0.520     0.460     0.390  -999.000    11.040     8.490     4.800     1.000     3.800     0.300     6.500     6.500     0.000     0.000    13.800    10.470
    201107    53.301    17.313    42.790     0.000     2.969     8.368    13.432    10.537     0.000    26.302    11.461  1578.289   544.495  1417.560     0.000    52.117   157.653   431.807   393.942     0.000   900.893   211.420    31.897    27.480    30.771    30.307    29.426    35.778    32.205    36.084    25.490    33.368    33.786    38.175    35.365    38.434  -999.000    32.973    40.250    40.110    42.855  -999.000    41.068    37.540   141.110    12.499    16.157    15.720    13.033    56.064  1479.934  1794.562  2075.154  1388.854  6590.966    75.000    67.500  5501.774     6.871     4.864     7.698     5.124   159.000 28503.062  2555.252  3460.474    75.550    -1.079   -12.820    -0.611    -0.186     0.118    -0.112    -0.142    -0.151  -999.000    -0.189     0.675  -999.000    -1.950     2.234     6.936     5.341     9.920     7.093    31.000     0.000     0.000     0.054    -0.073    -0.138    -0.206     0.138    -0.174     0.135     0.153    -0.085     0.362     0.043     3.216    12.562    12.454    23.419    26.195     0.156     1.038     1.482     0.130    -0.088    -0.177     0.009     0.183     0.219    -0.309  -999.000     4.000     1.000   439.000     1.600    46.200    -0.191    -1.860     0.970     0.440    -0.760   941.000     0.250     0.200     0.060  -999.000     7.940     5.300     2.100     0.100     2.000     0.100     0.000     0.000     0.000     0.000    16.340    12.260
    201108    61.521    18.425    43.368     0.000     6.952    11.723    13.225    10.189     0.000    25.646    19.215  1788.439   595.676  1421.879     0.000   163.244   244.257   423.179   351.787     0.000   851.983   419.189    29.383    26.784    28.021    31.392    32.531    30.171    29.325    29.193    25.198    29.041    31.398    36.555    34.376    36.409  -999.000    35.624    36.083    37.205    40.055  -999.000    38.223    36.799   131.896    15.551    15.999    15.726    14.231    59.844  1832.067  2308.843  2104.825  1771.607  7809.723   180.000    65.000  5480.226    10.389     4.205    10.602     4.203   137.000 28519.453  2596.523  3532.287    87.527    -8.608    -8.204    -0.764     0.804     0.344    -0.105    -0.183     0.225  -999.000    -0.132    -0.122     0.104    -0.140     4.066    -1.017     5.404     9.595     8.019    29.000     0.000     2.000    -0.232    -0.393    -0.216    -0.396     0.082    -0.320    -0.269     0.235    -0.304     0.328     0.053     1.143    11.015     9.640    24.531    25.065     0.196     1.501     1.499    -0.289    -0.168    -0.239    -0.235     0.228     0.259    -0.582  -999.000     3.000     1.000   506.000     0.700    53.600    -0.502    -1.740     0.780    -0.490    -0.710  1017.000    -0.070    -0.220    -0.540  -999.000     5.570     3.310     2.000     0.100     1.900     0.100     0.000     0.000     0.000     0.000    18.190    13.970
    201109    47.973    12.371    32.303     0.000     8.543     7.419    10.499     8.094     0.000    20.507    16.651  1155.910   311.744   783.958     0.000   237.655   151.178   213.556   217.135     0.000   490.015   409.960    27.088    24.983    25.369    26.343    31.878    26.580    25.480    25.813    25.594    25.612    30.293    32.746    30.216    31.393  -999.000    34.060    31.930    31.474    33.383  -999.000    32.314    35.410   142.177    17.715    17.603    15.548    15.189    64.338  2651.861  3972.727  3612.380  2628.350 12523.797   272.500    80.000  5238.867    11.698     4.159    10.615     4.901   128.500 27886.332  2552.908  3405.889    99.279     3.478   -16.766     0.260    -0.196     0.490     0.210    -0.268    -0.272  -999.000    -0.186    -0.171     0.627    -0.193     4.655     1.622     6.693    10.574     8.006    10.000     3.000    17.000    -0.774    -0.647    -0.455    -0.648     0.049    -0.484    -0.141     0.176    -0.583     0.137     0.039     0.427    11.796    10.055    23.570    25.869     0.214     2.082     1.198    -0.125    -0.264    -0.389    -0.388     0.167     0.467    -0.564     3.000     7.000     1.000   780.000     1.700    56.300    -0.769    -1.790     2.240    -2.300    -0.530  1345.000    -0.370    -0.640    -1.010  -999.000     4.630     3.180     4.400     1.300     3.100     0.600     7.300     6.500     0.800     0.000    18.970    14.500
    201110     8.763     1.724     2.150     0.000     6.614     0.000     0.425     0.000     0.000     0.425     6.614   190.319    25.728    30.713     0.000   159.605     0.000     4.985     0.000     0.000     4.985   159.605    25.705    22.516    22.796    18.334    24.780    24.009    23.543    21.414    20.568    23.543    27.159    28.910    25.469    25.580  -999.000    27.688  -999.000    25.802  -999.000  -999.000    25.802    30.648   121.175    18.429    19.767    18.529    15.144    69.897  4432.389  5365.100  4370.276  3205.604 16887.018   275.000    77.500  5147.258    15.256     3.035    16.242     2.812   143.000 27346.389  2465.232  3230.955   125.377     5.577    13.273     0.280     0.174    -0.055     0.379    -0.378     0.062  -999.000     0.207    -0.011  -999.000    -1.548     4.621     0.006     4.045     7.341     5.905    14.000     5.000    12.000    -1.138    -0.918    -0.578    -0.790     0.049    -0.695     0.069     0.282    -0.805     0.121     0.048    -0.014    14.942    12.972    25.261    27.661     0.227     2.130     1.328     0.104    -0.257    -0.423    -0.601     0.244     0.546    -0.618     2.000     1.000     1.000   880.000     1.200    66.800    -0.933    -1.340     3.320    -3.050    -0.360  1372.000    -0.510    -0.870    -1.260  -999.000     7.170     4.920    15.200     8.400     6.800     5.700    81.100    56.900    21.800     7.500    18.550    14.130
    201111     3.996     0.000     0.000     0.000     3.996     0.000     0.000     0.000     0.000     0.000     3.996    78.152     0.000     0.000     0.000    78.152     0.000     0.000     0.000     0.000     0.000    78.152    21.128    14.034    16.098    17.629    21.072    21.936    18.520    18.031    15.068    17.794    21.128    24.781  -999.000  -999.000  -999.000    24.949  -999.000  -999.000  -999.000  -999.000  -999.000    24.781   121.250    19.657    18.581    19.383    14.938    70.371  5496.447  5688.570  5555.302  3163.395 19283.416   185.000    80.000  5096.933    13.707     5.387    15.712     2.749   145.000 26697.266  2347.952  3023.479   121.418    15.314    -5.537     0.547    -0.302     0.039     0.274    -0.551     0.603  -999.000     0.156     0.177  -999.000    -3.148     3.759    11.018     3.114    10.323     8.781     3.000    19.000     8.000    -0.729    -0.929    -0.744    -1.005     0.133    -0.780     0.253     0.295    -0.832     0.012    -0.271     2.023    17.865    13.961    24.552    29.864     0.107     1.894     1.703     0.290    -0.452    -0.634    -0.527     0.362    -0.003    -0.434     3.000     0.000     0.000   967.000     1.800    59.900    -0.949    -2.330     3.360    -9.090    -0.300  1531.000    -0.360    -0.710    -0.920  -999.000    10.030     8.450    33.500    21.000    12.500    17.500   196.100    77.000    49.000    76.200    16.200    11.660
    201112     5.931     0.000     0.000     0.000     5.931     0.000     0.000     0.000     0.000     0.000     5.931   123.580     0.000     0.000     0.000   123.580     0.000     0.000     0.000     0.000     0.000   123.580    19.698    14.600    18.139    16.788    18.487    18.798    20.626    23.299    16.440    22.083    19.698    22.852  -999.000  -999.000  -999.000    21.174  -999.000  -999.000  -999.000  -999.000  -999.000    22.852   123.020    19.445    18.077    18.078    16.171    69.951  4700.969  5834.838  6233.329  4178.977 20430.340   277.500    62.500  4991.484    12.348     3.968     8.318     3.303   150.500 25978.902  2205.799  2717.679   126.916    27.383    36.055     0.829     0.095    -0.171     0.036  -999.000     0.131     0.339     0.400     0.203  -999.000    -4.822     2.532    26.137     5.731    11.491     9.183     1.000     5.000    25.000    -0.766    -1.011    -0.876    -1.051     0.110    -0.799     0.118     0.240    -0.929    -0.049    -0.554    -0.239    18.146    12.222    22.858    28.288     0.121     0.880     1.340     0.119    -0.518    -0.647    -0.590     0.288     0.141    -0.484     3.000     1.000     0.000   730.000     4.100    60.000    -0.957    -1.790     4.470   -16.250    -0.060  1412.000    -0.400    -0.810    -1.070  -999.000    12.470    10.570    39.100    24.700    14.500    20.800   250.800    64.500    65.300   103.100    12.300     7.300
    201201     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    13.612    11.907    13.693    10.998    14.623    15.433    16.008  -999.000    13.754    15.805    14.157  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    19.153    19.343    18.400    15.717    70.984  4049.454  5259.270  5639.658  2385.600 16938.271   272.500    65.000  5020.129     5.802     3.656     3.360     4.220   142.000 25868.193  1957.539  2374.336    69.498     5.869    11.565     0.160    -0.091    -0.598    -0.505    -0.183    -0.217    -0.091    -0.758     0.374  -999.000    -7.857     0.125    27.247     4.071    11.487     8.316     9.000     0.000    22.000    -0.375    -0.596    -0.758    -0.807     0.111    -0.471    -0.125     0.213    -0.637    -0.064    -0.597     0.000    18.238    13.046    19.924    22.612     0.183     1.246     1.060    -0.091    -0.706    -0.569    -0.273     0.247     0.237    -0.281     2.000     0.000     0.000   583.000     1.800    61.200    -0.993    -1.380     3.130   -16.070    -0.400  1331.000    -0.280    -0.790    -1.170  -999.000    13.860    12.170    43.000    28.200    14.800    22.600   344.900   158.900    70.900   102.100     5.850     3.610
    201202     1.114     0.000     0.000     0.000     1.114     0.000     0.000     0.000     0.000     0.000     1.114    13.548     0.000     0.000     0.000    13.548     0.000     0.000     0.000     0.000     0.000    13.548    16.862    14.244    15.545    13.494    16.913    14.414    17.475    15.911    14.626    17.403    16.862    18.369  -999.000  -999.000  -999.000    18.228  -999.000  -999.000  -999.000  -999.000  -999.000    18.369   140.626    20.259    19.398    19.251    16.198    73.228  5807.566  6142.952  5630.675  3195.349 20287.682   282.500    72.500  5013.759     5.581     6.193     4.673     6.659   142.000 25550.551  2038.769  2458.541    93.448     1.970    -8.509     0.017     0.136    -0.556     0.269    -0.258    -0.205     0.043     0.031     0.133  -999.000    -7.260    -0.475    19.543     6.139    10.133     4.290     5.000    11.000    13.000     0.276    -0.276    -0.539    -0.632     0.097    -0.147    -0.235     0.150    -0.320    -0.127    -0.647     0.049    20.519    16.867    20.244    20.370     0.197     0.759     0.766    -0.191    -0.743    -0.522    -0.023     0.200     0.111    -0.381     3.000     0.000     0.000   331.000     0.800    63.900    -0.695    -0.850     1.330   -15.250    -0.640  1068.000     0.160    -0.260    -0.460  -999.000    14.700    12.680    43.900    29.000    14.900    23.400   288.000   122.900    65.600   103.800     3.610     2.130
    201203     2.169     2.021     2.021     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    27.936    26.352    26.352     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    15.944    15.805    15.805    15.506    16.156    11.397    15.797  -999.000    15.074    15.797    14.950    18.092    18.111    18.111  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    19.767    19.767    18.372    14.308    70.131  5198.632  5762.412  5020.453  3155.257 18583.604   275.000    70.000  5044.129    11.299     5.158    11.084     5.003   139.500 26045.389  2169.212  2709.662   114.072    13.741     6.455     0.210    -0.107    -0.103     0.359    -0.633     0.245  -999.000    -0.225    -0.044  -999.000    -5.848     0.508    20.399     5.205    10.693     7.618     2.000    22.000     7.000     0.193     0.047    -0.508    -0.392     0.066     0.042    -0.167     0.091    -0.161    -0.221    -0.360    -0.048    22.875    20.588    20.446    20.645     0.180     0.945     0.855    -0.119    -0.694    -0.392     0.047    -0.008     0.433    -0.477     3.000     1.000     0.000   642.000     1.200    50.300    -0.398    -1.050    -2.180   -16.740    -1.140  1150.000     0.400     0.060     0.000  -999.000    15.310    13.370    36.700    23.800    13.000    19.600   215.100    82.100    43.200    90.100     5.040     2.860
    201204     5.006     2.167     2.167     0.000     3.214     0.000     0.000     0.000     0.375     0.000     3.214    69.281    29.880    29.880     0.000    44.334     0.000     0.000     0.000     4.659     0.000    44.334    15.615    15.188    15.188    14.339    15.854    20.328    11.939  -999.000    14.860    11.831    15.878    18.569    18.077    18.077  -999.000    18.931  -999.000  -999.000  -999.000    17.591  -999.000    18.841   115.370    16.167    19.396    15.582    15.100    64.750  3238.379  2614.731  2445.426  2552.994 10624.737    20.000    75.000  5180.667    13.093     3.347    13.590     3.435   131.500 26889.467  2292.850  2983.886   117.536    -0.552    17.819    -0.128     0.099     0.019    -0.171     0.225    -0.402  -999.000    -0.285    -0.145  -999.000    -4.908     1.191    11.800     3.787     9.175     6.192    29.000     1.000     0.000     0.720     0.152    -0.355    -0.263     0.137     0.064    -0.453     0.134     0.011    -0.116    -0.322     0.051    24.718    32.797    20.861    24.473     0.242     0.511     0.606    -0.444    -0.622    -0.263     0.152     0.140     0.185    -0.347     3.000     0.000     0.000   552.000    -0.400    39.300     0.112    -0.270    -1.230   -17.620    -1.190  1131.000     0.670     0.510     0.270  -999.000    14.780    12.820    24.800    14.000    10.800    10.600    90.200    72.800    12.900    10.400     7.990     5.480
    201205    18.909    15.153    18.577     0.000     1.156     0.206     0.584     2.395     0.000     3.869     1.362   380.350   336.315   390.056     0.000    13.979     2.138     6.715    37.905     0.000    63.643    16.117    19.461    19.296    18.546    15.830    18.980    27.500    19.206    15.215    17.468    16.757    23.222    23.898    25.378    23.890  -999.000    20.358    27.797    21.424    19.095  -999.000    20.367    24.414   144.945    16.119    18.793    15.514    12.281    60.969  2201.166  2745.666  1976.036  1723.506  8471.080    90.000    72.500  5291.064    10.817     2.949    10.714     3.551   128.500 27779.902  2419.454  3206.615   101.438     1.268     4.294    -0.322     0.013     0.086    -0.450    -0.336    -0.167  -999.000    -0.047    -0.251  -999.000    -4.206     1.533     7.275     4.398     9.042     6.112    24.000     5.000     2.000     1.088     0.219    -0.298    -0.188     0.145     0.073    -0.361     0.065     0.107     0.051    -0.244     0.289    22.415    30.347    21.942    27.237     0.342     1.688     1.219    -0.348    -0.681    -0.188     0.219     0.098     0.156     0.002     3.000     1.000     0.000   690.000     0.100    42.000     0.769    -1.260    -0.850   -22.040    -1.310  1215.000     0.670     0.580     0.470  -999.000    13.160    11.010    13.700     6.300     7.400     4.000    34.800    32.300     2.500     0.000    10.980     8.080
